id,id_rating_count,id_rating_avg,ng_rating_count,ng_rating_avg,neighbourhood_group
643505173228078839,1,4.0,225,4.657704081632654,Kreis 1
2920742,1,4.47,225,4.657704081632654,Kreis 1
1115154631828835298,1,,225,4.657704081632654,Kreis 1
5483148,1,4.59,225,4.657704081632654,Kreis 1
23322898,1,4.87,225,4.657704081632654,Kreis 1
1047861794225712238,1,,225,4.657704081632654,Kreis 1
835563914603677730,1,4.32,225,4.657704081632654,Kreis 1
43129826,1,5.0,225,4.657704081632654,Kreis 1
13980689,1,4.78,225,4.657704081632654,Kreis 1
1154831989835217154,1,2.5,225,4.657704081632654,Kreis 1
43093457,1,4.58,225,4.657704081632654,Kreis 1
2920698,1,4.7,225,4.657704081632654,Kreis 1
6046542,1,4.26,225,4.657704081632654,Kreis 1
908694206433403410,1,4.8,225,4.657704081632654,Kreis 1
20020539,1,4.82,225,4.657704081632654,Kreis 1
792508497153595514,1,4.86,225,4.657704081632654,Kreis 1
13517210,1,4.67,225,4.657704081632654,Kreis 1
1070933728899653449,1,5.0,225,4.657704081632654,Kreis 1
719623791595784437,1,4.52,225,4.657704081632654,Kreis 1
835625025024303651,1,4.26,225,4.657704081632654,Kreis 1
52546817,1,,225,4.657704081632654,Kreis 1
835481714246032290,1,4.37,225,4.657704081632654,Kreis 1
41872839,1,4.4,225,4.657704081632654,Kreis 1
11597416,1,4.92,225,4.657704081632654,Kreis 1
835565712641029153,1,4.49,225,4.657704081632654,Kreis 1
14896152,1,4.5,225,4.657704081632654,Kreis 1
20079919,1,4.95,225,4.657704081632654,Kreis 1
835477852973849104,1,4.3,225,4.657704081632654,Kreis 1
1110174458323327432,1,5.0,225,4.657704081632654,Kreis 1
1167847112150736412,1,,225,4.657704081632654,Kreis 1
22394369,1,4.41,225,4.657704081632654,Kreis 1
33150798,1,4.68,225,4.657704081632654,Kreis 1
1115741457135896781,1,,225,4.657704081632654,Kreis 1
929430258063594554,1,4.31,225,4.657704081632654,Kreis 1
1121161811639150912,1,4.6,225,4.657704081632654,Kreis 1
1099251979615122944,1,4.91,225,4.657704081632654,Kreis 1
1138517023338821551,1,4.61,225,4.657704081632654,Kreis 1
23035346,1,4.68,225,4.657704081632654,Kreis 1
4797373,1,4.67,225,4.657704081632654,Kreis 1
50050472,1,4.71,225,4.657704081632654,Kreis 1
23325594,1,4.95,225,4.657704081632654,Kreis 1
19310604,1,4.79,225,4.657704081632654,Kreis 1
1038757290087069781,1,5.0,225,4.657704081632654,Kreis 1
45541437,1,5.0,225,4.657704081632654,Kreis 1
12860185,1,4.72,225,4.657704081632654,Kreis 1
34283991,1,4.88,225,4.657704081632654,Kreis 1
45764126,1,4.84,225,4.657704081632654,Kreis 1
1177511448831408787,1,,225,4.657704081632654,Kreis 1
1175971207206300420,1,,225,4.657704081632654,Kreis 1
835538934936874480,1,4.46,225,4.657704081632654,Kreis 1
43445690,1,,225,4.657704081632654,Kreis 1
976708124121149704,1,,225,4.657704081632654,Kreis 1
17960665,1,4.68,225,4.657704081632654,Kreis 1
1153613304095358440,1,4.4,225,4.657704081632654,Kreis 1
613557962134314623,1,4.78,225,4.657704081632654,Kreis 1
17954448,1,,225,4.657704081632654,Kreis 1
716787524998977771,1,4.37,225,4.657704081632654,Kreis 1
35835296,1,4.96,225,4.657704081632654,Kreis 1
35834410,1,5.0,225,4.657704081632654,Kreis 1
1834747,1,4.83,225,4.657704081632654,Kreis 1
1041398976780533348,1,4.77,225,4.657704081632654,Kreis 1
987356524759491417,1,5.0,225,4.657704081632654,Kreis 1
1138498635029076634,1,4.63,225,4.657704081632654,Kreis 1
8158459,1,4.74,225,4.657704081632654,Kreis 1
13514089,1,4.81,225,4.657704081632654,Kreis 1
23324274,1,4.98,225,4.657704081632654,Kreis 1
1158703683194834888,1,4.56,225,4.657704081632654,Kreis 1
47987004,1,,225,4.657704081632654,Kreis 1
1175887202633223268,1,5.0,225,4.657704081632654,Kreis 1
41150515,1,5.0,225,4.657704081632654,Kreis 1
23323768,1,4.75,225,4.657704081632654,Kreis 1
1160954321898467091,1,5.0,225,4.657704081632654,Kreis 1
716792373237167973,1,4.24,225,4.657704081632654,Kreis 1
570347810853273039,1,4.84,225,4.657704081632654,Kreis 1
1011469602867276664,1,4.87,225,4.657704081632654,Kreis 1
47557070,1,4.9,225,4.657704081632654,Kreis 1
716380258943464821,1,4.09,225,4.657704081632654,Kreis 1
45935492,1,4.58,225,4.657704081632654,Kreis 1
43264425,1,5.0,225,4.657704081632654,Kreis 1
2759581,1,4.72,225,4.657704081632654,Kreis 1
2920543,1,4.48,225,4.657704081632654,Kreis 1
5687423,1,4.84,225,4.657704081632654,Kreis 1
17506390,1,4.53,225,4.657704081632654,Kreis 1
719870385842422507,1,4.39,225,4.657704081632654,Kreis 1
10047320,1,4.68,225,4.657704081632654,Kreis 1
27595070,1,4.56,225,4.657704081632654,Kreis 1
40770131,1,,225,4.657704081632654,Kreis 1
1121156872424979340,1,4.6,225,4.657704081632654,Kreis 1
2920780,1,4.71,225,4.657704081632654,Kreis 1
2962635,1,4.3,225,4.657704081632654,Kreis 1
2920505,1,4.54,225,4.657704081632654,Kreis 1
929395123816126361,1,4.72,225,4.657704081632654,Kreis 1
10382963,1,4.78,225,4.657704081632654,Kreis 1
945579885838121347,1,5.0,225,4.657704081632654,Kreis 1
16263857,1,4.6,225,4.657704081632654,Kreis 1
26142789,1,4.24,225,4.657704081632654,Kreis 1
40855422,1,5.0,225,4.657704081632654,Kreis 1
7232723,1,4.89,225,4.657704081632654,Kreis 1
51064700,1,4.33,225,4.657704081632654,Kreis 1
1174663945113092382,1,5.0,225,4.657704081632654,Kreis 1
1121006079796743628,1,4.67,225,4.657704081632654,Kreis 1
1182266703249064344,1,,225,4.657704081632654,Kreis 1
1138519248574630627,1,4.4,225,4.657704081632654,Kreis 1
1134244817090084079,1,,225,4.657704081632654,Kreis 1
741720551049252404,1,4.95,225,4.657704081632654,Kreis 1
693828242173862402,1,5.0,225,4.657704081632654,Kreis 1
43790602,1,3.9,225,4.657704081632654,Kreis 1
1161320552083116594,1,4.33,225,4.657704081632654,Kreis 1
1072149949336425382,1,4.82,225,4.657704081632654,Kreis 1
1110180030458360460,1,5.0,225,4.657704081632654,Kreis 1
1184578473675615193,1,,225,4.657704081632654,Kreis 1
2836559,1,4.88,225,4.657704081632654,Kreis 1
1134039414566735416,1,4.52,225,4.657704081632654,Kreis 1
35831060,1,4.93,225,4.657704081632654,Kreis 1
1118246920664180886,1,,225,4.657704081632654,Kreis 1
4796892,1,4.5,225,4.657704081632654,Kreis 1
9785013,1,4.57,225,4.657704081632654,Kreis 1
2920806,1,4.5,225,4.657704081632654,Kreis 1
49201447,1,5.0,225,4.657704081632654,Kreis 1
1137017118871545773,1,,225,4.657704081632654,Kreis 1
831973892184663557,1,4.06,225,4.657704081632654,Kreis 1
947784704177106044,1,4.82,225,4.657704081632654,Kreis 1
42803662,1,4.45,225,4.657704081632654,Kreis 1
782769077802230825,1,,225,4.657704081632654,Kreis 1
1167847256638577971,1,5.0,225,4.657704081632654,Kreis 1
38567062,1,,225,4.657704081632654,Kreis 1
43093051,1,4.78,225,4.657704081632654,Kreis 1
50101353,1,5.0,225,4.657704081632654,Kreis 1
959238223943170947,1,4.78,225,4.657704081632654,Kreis 1
52849703,1,,225,4.657704081632654,Kreis 1
716799454625784108,1,4.34,225,4.657704081632654,Kreis 1
1158696487407514621,1,4.17,225,4.657704081632654,Kreis 1
13163060,1,4.66,225,4.657704081632654,Kreis 1
45920313,1,4.31,225,4.657704081632654,Kreis 1
53164879,1,4.0,225,4.657704081632654,Kreis 1
1138522096313080191,1,4.59,225,4.657704081632654,Kreis 1
1063819649435902276,1,5.0,225,4.657704081632654,Kreis 1
17739331,1,4.74,225,4.657704081632654,Kreis 1
35123328,1,4.98,225,4.657704081632654,Kreis 1
38660605,1,4.6,225,4.657704081632654,Kreis 1
43146058,1,4.87,225,4.657704081632654,Kreis 1
1060870489586211444,1,4.33,225,4.657704081632654,Kreis 1
4246456,1,4.43,225,4.657704081632654,Kreis 1
801866305812779717,1,4.92,225,4.657704081632654,Kreis 1
964193447489752054,1,,225,4.657704081632654,Kreis 1
41918857,1,4.43,225,4.657704081632654,Kreis 1
13092242,1,4.18,225,4.657704081632654,Kreis 1
253802,1,5.0,225,4.657704081632654,Kreis 1
996143261712755539,1,,250,4.806900584795322,Kreis 2
14456811,1,4.85,250,4.806900584795322,Kreis 2
1171762588864581965,1,,250,4.806900584795322,Kreis 2
1076872155227356664,1,5.0,250,4.806900584795322,Kreis 2
42013211,1,4.98,250,4.806900584795322,Kreis 2
633111103437297934,1,,250,4.806900584795322,Kreis 2
725249118903808110,1,4.88,250,4.806900584795322,Kreis 2
855149712546022346,1,4.93,250,4.806900584795322,Kreis 2
787811471184291124,1,4.67,250,4.806900584795322,Kreis 2
684009284373405430,1,4.97,250,4.806900584795322,Kreis 2
878681003524206323,1,,250,4.806900584795322,Kreis 2
1157990918844032036,1,,250,4.806900584795322,Kreis 2
1005636404061545180,1,,250,4.806900584795322,Kreis 2
1034583645341953806,1,,250,4.806900584795322,Kreis 2
822449969651083387,1,5.0,250,4.806900584795322,Kreis 2
1112909012854600340,1,,250,4.806900584795322,Kreis 2
856506414058519661,1,4.88,250,4.806900584795322,Kreis 2
51495698,1,4.0,250,4.806900584795322,Kreis 2
45653531,1,4.95,250,4.806900584795322,Kreis 2
46524637,1,4.97,250,4.806900584795322,Kreis 2
4531677,1,4.54,250,4.806900584795322,Kreis 2
1188932954122128368,1,,250,4.806900584795322,Kreis 2
1019486825379496154,1,4.92,250,4.806900584795322,Kreis 2
1036907730334393281,1,2.5,250,4.806900584795322,Kreis 2
1050523647010554276,1,4.94,250,4.806900584795322,Kreis 2
38539804,1,5.0,250,4.806900584795322,Kreis 2
1141068131776436118,1,,250,4.806900584795322,Kreis 2
676117793477913440,1,,250,4.806900584795322,Kreis 2
590431875461610408,1,4.66,250,4.806900584795322,Kreis 2
751287528191951046,1,4.9,250,4.806900584795322,Kreis 2
14113525,1,4.73,250,4.806900584795322,Kreis 2
1113548554615894053,1,5.0,250,4.806900584795322,Kreis 2
1020904470905264225,1,5.0,250,4.806900584795322,Kreis 2
796155553016388784,1,4.79,250,4.806900584795322,Kreis 2
932988738885937859,1,4.97,250,4.806900584795322,Kreis 2
1120144716828034996,1,,250,4.806900584795322,Kreis 2
42788533,1,4.67,250,4.806900584795322,Kreis 2
40580450,1,4.84,250,4.806900584795322,Kreis 2
1171666017542044712,1,,250,4.806900584795322,Kreis 2
633133654508825293,1,,250,4.806900584795322,Kreis 2
1091103567872054876,1,,250,4.806900584795322,Kreis 2
53326254,1,,250,4.806900584795322,Kreis 2
1185765117218456011,1,,250,4.806900584795322,Kreis 2
651429069182274148,1,5.0,250,4.806900584795322,Kreis 2
765686860159689065,1,,250,4.806900584795322,Kreis 2
43683848,1,4.52,250,4.806900584795322,Kreis 2
22261444,1,5.0,250,4.806900584795322,Kreis 2
981936319999212356,1,,250,4.806900584795322,Kreis 2
834537219573176393,1,5.0,250,4.806900584795322,Kreis 2
1174643056974114020,1,5.0,250,4.806900584795322,Kreis 2
681575212095543828,1,5.0,250,4.806900584795322,Kreis 2
26812516,1,4.8,250,4.806900584795322,Kreis 2
924295993691767653,1,5.0,250,4.806900584795322,Kreis 2
1188933023545792020,1,,250,4.806900584795322,Kreis 2
965132414975083661,1,,250,4.806900584795322,Kreis 2
32626611,1,4.72,250,4.806900584795322,Kreis 2
1130440879435463336,1,,250,4.806900584795322,Kreis 2
1184833706734365266,1,,250,4.806900584795322,Kreis 2
40582771,1,4.83,250,4.806900584795322,Kreis 2
31445961,1,5.0,250,4.806900584795322,Kreis 2
39587270,1,,250,4.806900584795322,Kreis 2
50905553,1,5.0,250,4.806900584795322,Kreis 2
1055620358638272070,1,4.83,250,4.806900584795322,Kreis 2
20098001,1,4.5,250,4.806900584795322,Kreis 2
50984800,1,5.0,250,4.806900584795322,Kreis 2
13740005,1,4.74,250,4.806900584795322,Kreis 2
17083952,1,4.94,250,4.806900584795322,Kreis 2
1186708254576605820,1,,250,4.806900584795322,Kreis 2
965772161413387964,1,5.0,250,4.806900584795322,Kreis 2
974715669040646715,1,5.0,250,4.806900584795322,Kreis 2
1992345,1,5.0,250,4.806900584795322,Kreis 2
29769890,1,5.0,250,4.806900584795322,Kreis 2
1082306520757618949,1,,250,4.806900584795322,Kreis 2
1096412255960592495,1,5.0,250,4.806900584795322,Kreis 2
1173777657920296898,1,,250,4.806900584795322,Kreis 2
915199775832888633,1,5.0,250,4.806900584795322,Kreis 2
17486280,1,5.0,250,4.806900584795322,Kreis 2
989675071246429180,1,4.86,250,4.806900584795322,Kreis 2
1098986957269940445,1,5.0,250,4.806900584795322,Kreis 2
1135249175437088835,1,5.0,250,4.806900584795322,Kreis 2
22778929,1,,250,4.806900584795322,Kreis 2
1002295510314863679,1,5.0,250,4.806900584795322,Kreis 2
906229718156017287,1,4.0,250,4.806900584795322,Kreis 2
1152062173606195740,1,5.0,250,4.806900584795322,Kreis 2
929488147325173544,1,,250,4.806900584795322,Kreis 2
18780797,1,5.0,250,4.806900584795322,Kreis 2
744057010175882161,1,5.0,250,4.806900584795322,Kreis 2
51551928,1,4.94,250,4.806900584795322,Kreis 2
834172569237871335,1,,250,4.806900584795322,Kreis 2
16329215,1,4.98,250,4.806900584795322,Kreis 2
655615107901625688,1,,250,4.806900584795322,Kreis 2
755813814430517636,1,5.0,250,4.806900584795322,Kreis 2
22280702,1,,250,4.806900584795322,Kreis 2
53857785,1,4.6,250,4.806900584795322,Kreis 2
943498399656724170,1,5.0,250,4.806900584795322,Kreis 2
26954275,1,4.9,250,4.806900584795322,Kreis 2
22171638,1,5.0,250,4.806900584795322,Kreis 2
54117648,1,,250,4.806900584795322,Kreis 2
1181032374376623991,1,,250,4.806900584795322,Kreis 2
751379419923905342,1,4.62,250,4.806900584795322,Kreis 2
970719759680234618,1,5.0,250,4.806900584795322,Kreis 2
1188364329894041518,1,,250,4.806900584795322,Kreis 2
40544740,1,4.8,250,4.806900584795322,Kreis 2
10418945,1,4.72,250,4.806900584795322,Kreis 2
49540707,1,,250,4.806900584795322,Kreis 2
970822071451237681,1,5.0,250,4.806900584795322,Kreis 2
1159313067199212228,1,,250,4.806900584795322,Kreis 2
42890195,1,5.0,250,4.806900584795322,Kreis 2
1167126015385891595,1,,250,4.806900584795322,Kreis 2
799750007761030919,1,4.75,250,4.806900584795322,Kreis 2
1183877661891362663,1,,250,4.806900584795322,Kreis 2
1158640934322935237,1,3.33,250,4.806900584795322,Kreis 2
1004148098822667313,1,,250,4.806900584795322,Kreis 2
51257976,1,,250,4.806900584795322,Kreis 2
997001516369889118,1,5.0,250,4.806900584795322,Kreis 2
32880154,1,4.85,250,4.806900584795322,Kreis 2
40579348,1,4.81,250,4.806900584795322,Kreis 2
42579959,1,5.0,250,4.806900584795322,Kreis 2
1006368400822869254,1,5.0,250,4.806900584795322,Kreis 2
18845736,1,5.0,250,4.806900584795322,Kreis 2
36027682,1,5.0,250,4.806900584795322,Kreis 2
970725830571687661,1,4.98,250,4.806900584795322,Kreis 2
730090478725919720,1,5.0,250,4.806900584795322,Kreis 2
5307932,1,4.67,250,4.806900584795322,Kreis 2
968692154385492406,1,,250,4.806900584795322,Kreis 2
739571627711709522,1,5.0,250,4.806900584795322,Kreis 2
1014891352344372127,1,5.0,250,4.806900584795322,Kreis 2
947722797333998357,1,5.0,250,4.806900584795322,Kreis 2
1074378570609420866,1,5.0,250,4.806900584795322,Kreis 2
1188932992241646980,1,,250,4.806900584795322,Kreis 2
741755576158997173,1,5.0,250,4.806900584795322,Kreis 2
43212796,1,5.0,250,4.806900584795322,Kreis 2
24787409,1,5.0,250,4.806900584795322,Kreis 2
13353575,1,4.86,250,4.806900584795322,Kreis 2
22694368,1,,250,4.806900584795322,Kreis 2
635180883508742035,1,,250,4.806900584795322,Kreis 2
33067330,1,4.14,250,4.806900584795322,Kreis 2
1049949486983663346,1,4.33,250,4.806900584795322,Kreis 2
926530118895050180,1,,250,4.806900584795322,Kreis 2
39663692,1,5.0,250,4.806900584795322,Kreis 2
53253600,1,5.0,250,4.806900584795322,Kreis 2
39651555,1,4.85,250,4.806900584795322,Kreis 2
1131780596161755487,1,,250,4.806900584795322,Kreis 2
762135776495249165,1,4.91,250,4.806900584795322,Kreis 2
1020113726768661325,1,5.0,250,4.806900584795322,Kreis 2
1050621868993417417,1,5.0,250,4.806900584795322,Kreis 2
669964392099122883,1,5.0,250,4.806900584795322,Kreis 2
18779748,1,4.62,250,4.806900584795322,Kreis 2
815055,1,4.83,250,4.806900584795322,Kreis 2
15724194,1,,250,4.806900584795322,Kreis 2
1188193923182189394,1,,250,4.806900584795322,Kreis 2
999386179155200596,1,4.89,250,4.806900584795322,Kreis 2
670266764871814104,1,5.0,250,4.806900584795322,Kreis 2
678729338863376857,1,,250,4.806900584795322,Kreis 2
10701017,1,4.86,250,4.806900584795322,Kreis 2
51279609,1,5.0,250,4.806900584795322,Kreis 2
955784712671658608,1,5.0,250,4.806900584795322,Kreis 2
1028113549802982896,1,4.96,250,4.806900584795322,Kreis 2
12617563,1,,250,4.806900584795322,Kreis 2
622178580982388075,1,,250,4.806900584795322,Kreis 2
43310883,1,,250,4.806900584795322,Kreis 2
1175931249871599478,1,5.0,250,4.806900584795322,Kreis 2
714980616850803304,1,4.81,250,4.806900584795322,Kreis 2
635847582156960192,1,4.89,250,4.806900584795322,Kreis 2
778175133667614135,1,,250,4.806900584795322,Kreis 2
990467950418927342,1,,250,4.806900584795322,Kreis 2
846336856496218349,1,5.0,250,4.806900584795322,Kreis 2
1049048167921823348,1,4.5,250,4.806900584795322,Kreis 2
1088243431896984981,1,5.0,250,4.806900584795322,Kreis 2
42788275,1,4.64,250,4.806900584795322,Kreis 2
746944790960120566,1,4.79,250,4.806900584795322,Kreis 2
178448,1,4.89,250,4.806900584795322,Kreis 2
39839466,1,4.96,250,4.806900584795322,Kreis 2
49224305,1,4.86,250,4.806900584795322,Kreis 2
705719105096923965,1,4.5,250,4.806900584795322,Kreis 2
48808760,1,,250,4.806900584795322,Kreis 2
867202081505505041,1,4.75,250,4.806900584795322,Kreis 2
806988462303303035,1,,250,4.806900584795322,Kreis 2
35777513,1,4.65,250,4.806900584795322,Kreis 2
897011883925294207,1,4.25,250,4.806900584795322,Kreis 2
633118401490418351,1,,250,4.806900584795322,Kreis 2
1100521219511064786,1,5.0,250,4.806900584795322,Kreis 2
1124631206536033951,1,5.0,250,4.806900584795322,Kreis 2
680946017735070070,1,4.92,250,4.806900584795322,Kreis 2
13857928,1,4.31,250,4.806900584795322,Kreis 2
53820070,1,,250,4.806900584795322,Kreis 2
1062187031787993664,1,,250,4.806900584795322,Kreis 2
1165657652884376712,1,,250,4.806900584795322,Kreis 2
5779827,1,4.93,250,4.806900584795322,Kreis 2
41396272,1,4.89,250,4.806900584795322,Kreis 2
1165324975531115894,1,,250,4.806900584795322,Kreis 2
1044264572954472377,1,5.0,250,4.806900584795322,Kreis 2
1170390685243522082,1,,250,4.806900584795322,Kreis 2
40582267,1,4.77,250,4.806900584795322,Kreis 2
633130856672983691,1,4.17,250,4.806900584795322,Kreis 2
53879023,1,4.0,250,4.806900584795322,Kreis 2
44202450,1,5.0,250,4.806900584795322,Kreis 2
827773376272531501,1,,250,4.806900584795322,Kreis 2
1053787233741533365,1,4.38,250,4.806900584795322,Kreis 2
970706346582006969,1,5.0,250,4.806900584795322,Kreis 2
12819700,1,4.94,250,4.806900584795322,Kreis 2
30901675,1,5.0,250,4.806900584795322,Kreis 2
574255825186843053,1,,250,4.806900584795322,Kreis 2
40341500,1,4.78,250,4.806900584795322,Kreis 2
971439457301333572,1,5.0,250,4.806900584795322,Kreis 2
40572934,1,4.96,250,4.806900584795322,Kreis 2
52962903,1,4.82,250,4.806900584795322,Kreis 2
678757296633986107,1,4.89,250,4.806900584795322,Kreis 2
1067161910397657849,1,4.93,250,4.806900584795322,Kreis 2
965832114596870590,1,,250,4.806900584795322,Kreis 2
629344918768916138,1,5.0,250,4.806900584795322,Kreis 2
960882104773669135,1,,250,4.806900584795322,Kreis 2
44146398,1,5.0,250,4.806900584795322,Kreis 2
50496017,1,4.0,250,4.806900584795322,Kreis 2
29770166,1,4.9,250,4.806900584795322,Kreis 2
949744118931073034,1,5.0,250,4.806900584795322,Kreis 2
1181152475439117989,1,,250,4.806900584795322,Kreis 2
36123934,1,4.83,250,4.806900584795322,Kreis 2
2679799,1,4.94,250,4.806900584795322,Kreis 2
1186576210941026854,1,,250,4.806900584795322,Kreis 2
953704399405069596,1,5.0,250,4.806900584795322,Kreis 2
1478873,1,4.73,250,4.806900584795322,Kreis 2
968602908824777357,1,,250,4.806900584795322,Kreis 2
1127392445554230146,1,,250,4.806900584795322,Kreis 2
27986363,1,4.89,250,4.806900584795322,Kreis 2
926007222110142195,1,4.3,250,4.806900584795322,Kreis 2
965794941111908198,1,4.0,250,4.806900584795322,Kreis 2
711612540489892138,1,,250,4.806900584795322,Kreis 2
19359438,1,4.65,250,4.806900584795322,Kreis 2
752700244931395185,1,4.0,250,4.806900584795322,Kreis 2
42372562,1,4.75,250,4.806900584795322,Kreis 2
818945524368259963,1,,250,4.806900584795322,Kreis 2
42788622,1,4.68,250,4.806900584795322,Kreis 2
835555653859138780,1,4.45,250,4.806900584795322,Kreis 2
1058047135754232978,1,5.0,250,4.806900584795322,Kreis 2
17267151,1,4.8,250,4.806900584795322,Kreis 2
757808596296685265,1,,250,4.806900584795322,Kreis 2
599045269410451379,1,4.0,250,4.806900584795322,Kreis 2
1073112749369402009,1,5.0,250,4.806900584795322,Kreis 2
49685342,1,5.0,250,4.806900584795322,Kreis 2
633127709258314751,1,,250,4.806900584795322,Kreis 2
1186080154286857500,1,,250,4.806900584795322,Kreis 2
809441668318244477,1,5.0,250,4.806900584795322,Kreis 2
1055717439112507626,1,,250,4.806900584795322,Kreis 2
1146042461941247128,1,,250,4.806900584795322,Kreis 2
644219086784021393,1,4.0,250,4.806900584795322,Kreis 2
16940188,1,4.4,250,4.806900584795322,Kreis 2
982435522932598017,1,5.0,250,4.806900584795322,Kreis 2
1141149070162176508,1,5.0,250,4.806900584795322,Kreis 2
932581826086859761,1,,250,4.806900584795322,Kreis 2
829810160896451878,1,5.0,457,4.679259259259258,Kreis 3
1131013025568050826,1,,457,4.679259259259258,Kreis 3
5609431,1,5.0,457,4.679259259259258,Kreis 3
41309079,1,5.0,457,4.679259259259258,Kreis 3
19904561,1,4.93,457,4.679259259259258,Kreis 3
978933502539684194,1,5.0,457,4.679259259259258,Kreis 3
1086007016861414052,1,4.33,457,4.679259259259258,Kreis 3
47812558,1,5.0,457,4.679259259259258,Kreis 3
1004417989758418727,1,4.79,457,4.679259259259258,Kreis 3
752700650623233688,1,5.0,457,4.679259259259258,Kreis 3
660124767597040897,1,4.6,457,4.679259259259258,Kreis 3
29247978,1,4.82,457,4.679259259259258,Kreis 3
1172932686812476085,1,5.0,457,4.679259259259258,Kreis 3
6293591,1,4.45,457,4.679259259259258,Kreis 3
973822277845094114,1,,457,4.679259259259258,Kreis 3
19678667,1,4.61,457,4.679259259259258,Kreis 3
816647174110717748,1,4.94,457,4.679259259259258,Kreis 3
